item_name,clean,label_ground,ml_label_v3,ml_conf_v3
Celano Kem Sua Chua Nho Do 65G/1,celano kem sua chua nho do /1,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.954
Kem Vani,kem vani,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.991
Hop Celano Sococ,hop celano sococ,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.968
Kem Que Sua Khong Chat Phu Gia,kem que sua khong chat phu gia,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.89
Kem Vani Chuối Socola Hạnh Nhân Snow B,kem vani chuối socola hạnh nhân snow b,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.919
Kem Que Vi Socola,kem que vi socola,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.991
Kem Que Vi Dau,kem que vi dau,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.978
Kem Que Vi Chanh Day,kem que vi chanh day,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.92
Gelato Mix Sữa Dừa,gelato mix sữa dừa,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.942
K.Hop Celano 460Ml,k hop celano,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.966
Celano Kem Cone Extra Socola 125Ml,celano kem cone extra socola,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.994
Wall'S Kem Chocolux 135Ml/86G,wall s kem chocolux /,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.977
Wall'S Kem Winnie The Pooh 90Ml/60G,wall s kem winnie the pooh /,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.965
Kem Hop Cao Cap Celano Cream - Pistachio,kem hop cao cap celano cream - pistachio,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.974
Kem Socola (Thung),kem socola thung,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.933
Kem Sb-Ice Cream Bit,kem sb-ice cream bit,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.971
Kem Socola 80G (Gold),kem socola gold,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.936
Single Cone Gelato,single cone gelato,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.928
Celano Kem Hop Vani & Hat Oc Cho 490Ml/307G,celano kem hop vani & hat oc cho /,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.987
Merino Kem Que X Pluz Khoai Mon 730,merino kem que x pluz khoai mon 730,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.947
Celano Kem Cone Vani 110Ml/65G,celano kem cone vani /,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.999
Wall'S Kem Topten Huong Vani 55G/90G,wall s kem topten huong vani /,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.981
Wall'S Kem Winnie The Pooh 90Ml/60G,wall s kem winnie the pooh /,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.965
Celano Kem Cone Vani Dau 110Ml/68Gr,celano kem cone vani dau /68gr,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.994
Magnum Kem Vani Socola 80Ml/82G T24,magnum kem vani socola / t24,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.977
Kem Cá Celano Khoai Môn 70G,kem cá celano khoai môn,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.98
Kem Dâu Sữa Ly Viên,kem dâu sữa ly viên,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.942
Casa Gelato,casa gelato,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.945
Bánh Quế Sầu Riêng Kem Vani - (Hộp),bánh quế sầu riêng kem vani - hộp,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.86
Kem Vani,kem vani,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.991
Kem Socola,kem socola,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.981
Kem Ca Celano Tr.X-Daudo 100G,kem ca celano tr x-daudo,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.986
Kem Wall'S Top Ten Soco. 60G,kem wall s top ten soco,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.988
Kem Que Celano Passion S.Tươi T.Châu Đ.,kem que celano passion s tươi t châu đ,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.989
Celano Kem Cone Vani 110Ml/66G,celano kem cone vani /,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.999
Kem Orque Celano Extra Dau125,kem orque celano extra dau125,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.985
Kem Walls Top Ten Soco,kem walls top ten soco,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.977
Casa Gelato,casa gelato,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.945
Haagen Dazs Strawberry Ice Cream (473 Ml),haagen dazs strawberry ice cream,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.891
Kem Wall'S Bites T/C 60G,kem wall s bites t/c,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.976
Kem Wall'S Topten Vanilla 6C,kem wall s topten vanilla 6c,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.985
Kem Soco A - Chocolate Ice Cream,kem soco a - chocolate ice cream,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.969
Kem Dau Tay - Strawberry Ice Cream,kem dau tay - strawberry ice cream,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.927
Kem Banh Ca Celano T,kem banh ca celano t,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.985
Magnum Kem Vani Socola 80Ml/62G T24,magnum kem vani socola / t24,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.977
Magnum Kem Vani Scl H Nhan 80Ml/64.5Gt24,magnum kem vani scl h nhan /64 5gt24,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.938
B.Hop Celano Cream,b hop celano cream,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.984
Kem Wall'S Top Ten Socioc. 60G,kem wall s top ten socioc,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.986
Kem Ca Celano,kem ca celano,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.999
M-Ice Cream Milo,m-ice cream milo,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.918
Kem Que Merino Cutie Bear Milky Chocolate 64G Kido,kem que merino cutie bear milky chocolate kido,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.911
K.T3.Th.Kem Que So Co1,k t3 th kem que so co1,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.868
Celano Kem Cone Extra Dau 125Ml,celano kem cone extra dau,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.982
Kem Que Wall'S Topten Socola 55G/60G,kem que wall s topten socola /,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.996
Kem Que Merino Yeah Cacao 68Gr,kem que merino yeah cacao 68gr,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.967
Kem Banh Ca Celano T,kem banh ca celano t,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.985
Kem Banh Ca Celano V,kem banh ca celano v,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.985
Kem Banh Ca Celano,kem banh ca celano,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.988
Kem Merino Celano Cone Oc Que Vani/20,kem merino celano cone oc que vani/20,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.997
Nước Yến Sào Cao Cấp Nest Relax Đông Trùng Hạ Thảo 5% Yến 6 Chai X 135Ml,nước yến sào cao cấp nest relax đông trùng hạ thảo 5 yến x,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.854
Nước Yến Sào Cao Cấp Nunest Relax Đông Trùng Hạ Thảo 5% Yến 6 Chai X 135Ml,nước yến sào cao cấp nunest relax đông trùng hạ thảo 5 yến x,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.872
Lo Nuoc Yen Tusine,lo nuoc yen tusine,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.915
Nuoc Yen Ga Lon,nuoc yen ga lon,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.893
Oto Yen Lai Bi 150Gr,oto yen lai bi 150gr,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.872
Nuoc Yen Nguyen Chat Legend 18% 70Ml*6,nuoc yen nguyen chat legend 18 6,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.891
Scu To Yen Nestle Dau 75Ml,scu to yen nestle dau,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.923
Scu To Yen Nestle 75Ml,scu to yen nestle,Dairy - Kem - Phô mai,Dairy - Kem - Phô mai,0.95
Mật Ong Viethoney,mật ong viethoney,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.988
Mat Ong Viethoney,mat ong viethoney,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.995
Mù Tạt Mật Ong - S,mù tạt mật ong - s,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.901
Nước Uống Yineng Vị Đào Mật Ong 500Ml,nước uống yineng vị đào mật ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.899
Banh Gao Jinju Mat Ong 100G,banh gao jinju mat ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.875
003 - Bo Mat Ong,003 - bo mat ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.948
Tra Tac Da Xay Mat Ong,tra tac da xay mat ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.966
Ga Sot Mat Ong 1/2,ga sot mat ong 1/2,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.976
Tra Tac Mat Ong,tra tac mat ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.991
Luc Tra Buoi Mat Ong,luc tra buoi mat ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.921
Orion Keo Hong Vi Quat Mat Ong 87.5G/84G,orion keo hong vi quat mat ong /,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.9
Hong Tra Chanh Mat Ong (L),hong tra chanh mat ong l,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.985
Luc Tra Mat Ong (L) + Thach Pho Mai La Dua,luc tra mat ong l + thach pho mai la dua,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.89
Tearoma_Tra Tac Mat Ong Hoa Tan (14 X 5G),tearoma_tra tac mat ong hoa tan 14 x,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.915
Tra Mat Ong Boncha Vi Tac Chai 450Ml,tra mat ong boncha vi tac chai,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.993
Sot Toi Mat Ong Them,sot toi mat ong them,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.954
Boncha Tra Mat Ong Vi Dao 450Ml/1 Chai,boncha tra mat ong vi dao /,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.983
Mon Nuoc T Iced Honey Nougat Oatmilk Mac,mon nuoc t iced honey nougat oatmilk mac,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.94
Mon Nuoc Iced Honey Nougat Oatmilk Mac,mon nuoc iced honey nougat oatmilk mac,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.934
Quyt Honey Sweet Tui 1 Kg,quyt honey sweet tui,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.902
Tra Mat Ong Vi Dao 450Ml/1 Chai,tra mat ong vi dao /,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.988
Boncha Tra Mat Ong Vi Chanh 450Ml,boncha tra mat ong vi chanh,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.978
Boncha Tra Mat Ong Vi Deo 450Ml,boncha tra mat ong vi deo,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.975
Tra Dao Mat Ong,tra dao mat ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.99
Lai Sua Mat Ong + It Ngot,lai sua mat ong + it ngot,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.932
M-Peach Pulp Honey O,m-peach pulp honey o,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.881
Ga Xao Mat Ong,ga xao mat ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.978
Mon Nuoc G Honey Nougat Oatmilk Cream,mon nuoc g honey nougat oatmilk cream,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.86
Mon Nuoc V Honey Nougat Oatmilk Macchiat,mon nuoc v honey nougat oatmilk macchiat,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.958
Mon Nuoc G Honey Nougat Oatmilk Frap,mon nuoc g honey nougat oatmilk frap,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.928
Ts.Tra Mat Ong Hoa Lai 5,ts tra mat ong hoa lai 5,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.96
Tra Hoa Cuc Mat Ong (L),tra hoa cuc mat ong l,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.969
Mon Nuoc T Honey Nougat Oatmilk Frap,mon nuoc t honey nougat oatmilk frap,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.934
Olong Tu Quy Chanh Mat Ong,olong tu quy chanh mat ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.919
Nso24-04 Cb Com Ga Sot Mu Tac * Com Sot Mu Tat Mat Ong * Chai Coke,nso24-04 cb com ga sot mu tac com sot mu tat mat ong chai coke,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.866
3. Salad Rong Bien Mat Ong,3 salad rong bien mat ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.914
Hong Tra Tac Mat Ong Size Xl - Fulltopping Thach Hat,hong tra tac mat ong size xl - fulltopping thach hat,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.962
Tra Tac Thai Xanh Mat Ong Size Xl - Fulltopping Thach Hat,tra tac thai xanh mat ong size xl - fulltopping thach hat,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.921
Hong Tra Tac Mat Ong Size Xl,hong tra tac mat ong size xl,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.97
Tra Tac Thai Xanh Mat Ong Size Xl,tra tac thai xanh mat ong size xl,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.897
Tra Dao Mat Ong Snl M - (Ly),tra dao mat ong snl m - ly,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.927
Tra Tac Mat Ong,tra tac mat ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.991
Ga Sot Mat Ong,ga sot mat ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.992
Tra Hoa Cuc Mat Ong (L),tra hoa cuc mat ong l,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.969
Tra Gung Mat Ong Nong - Ta2 (Kh),tra gung mat ong nong - ta2 kh,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.935
Honey Cake (Cai),honey cake cai,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.866
Tra Mat Ong Boncha Vi Chanh 450Ml,tra mat ong boncha vi chanh,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.978
Nuoc Tra Xan Mat Ong Hoa Lai Boncha 450Ml/24,nuoc tra xan mat ong hoa lai boncha /24,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.953
Nuoc Tra Mat Ong Vui Quat Boncha,nuoc tra mat ong vui quat boncha,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.963
Nuoc Tra Mat Ong Vi Chanh Boncha 450Ml/24,nuoc tra mat ong vi chanh boncha /24,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.975
Hong Tra Chanh Mat Ong (L),hong tra chanh mat ong l,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.985
Cozy Tac Mat Ong 455,cozy tac mat ong 455,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.914
Lap Xuong Vi Mat Ong,lap xuong vi mat ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.976
Tra Chanh Mat Ong Gia Tay (M),tra chanh mat ong gia tay m,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.984
Tea365 Tra Huong Mat Ong 500Ml/1 Chai,tea365 tra huong mat ong /,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.926
Tra Hoa Cuc Mat Ong Long Nhan,tra hoa cuc mat ong long nhan,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.9
Nuoc Buoi Mat Ong Kang Shi Fu 500Ml,nuoc buoi mat ong kang shi fu,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.914
Nuoc Buoi Mat Ong Kang Sht Fu 500Ml,nuoc buoi mat ong kang sht fu,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.92
Nước Bưởi Mật Ong Kang Shi Fu 500Ml,nước bưởi mật ong kang shi fu,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.912
Orion Keo Ho Gui Vi Gung Vi Mat Ong 875 G,orion keo ho gui vi gung vi mat ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.898
Khoai Vàng Gia Vị Mat Ong 200G,khoai vàng gia vị mat ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.978
Tra Huong Mat Ong 500Ml,tra huong mat ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.988
Quyt Honey Sweet Tui 1 Kg,quyt honey sweet tui,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.902
Hong Tra Thai Tac Sa Mat Ong,hong tra thai tac sa mat ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.983
Ga Popcorn Mat Ong Toi,ga popcorn mat ong toi,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.871
Tra Hoa Cuc Mat Ong (L),tra hoa cuc mat ong l,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.969
Tra Chanh Mat Ong,tra chanh mat ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.985
Xit Hong Keo Ong Vitatree Super Propolis Spray Complex With Honey 30Ml,xit hong keo ong vitatree super propolis spray complex with honey,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.854
Tra Mat Ong Boncha,tra mat ong boncha,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.988
Tra Mat Ong Tac Roncha 450Ml,tra mat ong tac roncha,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.975
Boncha Tra Mat Ong Vi Chanh 450Ml,boncha tra mat ong vi chanh,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.978
Boncha Tra Mat Ong Vi Lai 450Ml,boncha tra mat ong vi lai,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.982
Dh Foods Sot Ga Nuong Mat Ong 65G T120,dh foods sot ga nuong mat ong t120,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.929
Ga Xe Sot Mat Ong 1/2 Con Tc,ga xe sot mat ong 1/2 con tc,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.9
Tra Quat Mat Ong Nong - Hot Honey Kumquat Mountain Tea,tra quat mat ong nong - hot honey kumquat mountain tea,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.969
Bupnon Hong Tra Tea365 Mat Ong 500Ml,bupnon hong tra tea365 mat ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.912
Tra Hoa Dau Biec Mat Ong,tra hoa dau biec mat ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.991
Luc Tra Chanh Mat Ong (L) + Tran Chau Gia Truyen,luc tra chanh mat ong l + tran chau gia truyen,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.938
Tra Hoa Cuc Mat Ong,tra hoa cuc mat ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.973
Hong Tra Chanh Mat Ong (L),hong tra chanh mat ong l,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.985
Keo Gung Gingerbon Chanh Mat Ong 125G,keo gung gingerbon chanh mat ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.869
Chef Biggy - Chan Ga Vi Mat Ong 30G,chef biggy - chan ga vi mat ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.872
Tra Quat Mat Ong,tra quat mat ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.977
Tra Hop Cozy Vi Tac Mat Ong 225Ml,tra hop cozy vi tac mat ong,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.966
Tra Gung Mat Ong Chanh Vang,tra gung mat ong chanh vang,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.933
Gum Mat Ong Chanh Hu,gum mat ong chanh hu,Gia vị - Sốt - Dầu,Gia vị - Sốt - Dầu,0.92
Goi An Sang - Hola Bf Pho Ap Chao Sot Hai San - Combo So-Co-La (Nong/Lanh) - Hot/ Cold Chocolate,goi an sang - hola bf pho ap chao sot hai san - combo so-co-la nong/lanh - hot/ cold chocolate,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.877
Combo Cs 1: Meso Te Bao Goc Dna Ca Hoi (Gia Foxie Member Card),combo cs 1 meso te bao goc dna ca hoi gia foxie member card,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.851
Goi An Sang - Hola Bf Pho Ap Chao Sot Hai San - Combo So-Co-La (Nong/Lanh) - Hot/ Cold Chocolate,goi an sang - hola bf pho ap chao sot hai san - combo so-co-la nong/lanh - hot/ cold chocolate,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.877
Combo 2 (Phở Big Box & Nuoc Cam M),combo 2 phở big box & nuoc cam m,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.972
Goi An Sang - Hola Bf Pho Bo Uc - Combo Bf Ca Phe - Vn White Coffee,goi an sang - hola bf pho bo uc - combo bf ca phe - vn white coffee,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.913
Combo Bún Chả Hà Nội + 1Ly Trà Tắc [Nowkm],combo bún chả hà nội + 1ly trà tắc nowkm,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.971
Combo 39K Combo Bún Bò Phúc Lộc + Nước Hạt Chia D2 240Ml,combo 39k combo bún bò phúc lộc + nước hạt chia d2,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.981
Tnx Combo Nem Rán/Chả Giò 205G T24,tnx combo nem rán/chả giò t24,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.92
Combo Yến Thích Hot,combo yến thích hot,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.857
Combo Bò 3 Loại,combo bò 3 loại,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.919
Combo 6 Miếng Gà,combo gà,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.989
Combo Gà Vut Ve,combo gà vut ve,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.933
Combo B - Gà Sốt Cay Buffalo,combo b - gà sốt cay buffalo,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.963
Combo Gà Vui Vẻ,combo gà vui vẻ,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.897
Combo 2C Bic & Burger,combo 2c bic & burger,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.956
Combo 2 (Phở Big Box & Nuoc Cam M),combo 2 phở big box & nuoc cam m,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.972
Combo Pepsi Khong Gioi Han,combo pepsi khong gioi han,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.87
Combo Pepsi Khong Gioi Han,combo pepsi khong gioi han,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.87
Combo Db Ban Be Sum Vay,combo db ban be sum vay,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.953
"Combo Bo 550G 2-3 Nguoi 629K (Ba Chi, Loi Vai, De Suon, Than Uop) *G/Chu: Kim Chi",combo bo 2-3 nguoi 629k ba chi loi vai de suon than uop g/chu kim chi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.935
Combo Xuan,combo xuan,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.96
Combo Bò Tươi Iga Wagyu,combo bò tươi iga wagyu,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.867
Combo 3 - Du Xuan Xem Hanh (Loi),combo 3 - du xuan xem hanh loi,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.891
Combo Jan 168K,combo jan 168k,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.965
Combo Bún Chả Hà Nội + 1Ly Trà Tắc [Nowkm],combo bún chả hà nội + 1ly trà tắc nowkm,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.971
Combo 2 Miếng Gà,combo gà,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.989
Hotpot Set Combo 1/1 Phan,hotpot set combo 1/1 phan,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.925
Combo Jan 78K,combo jan 78k,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.971
Combo Jan 168K,combo jan 168k,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.965
Combo Jan 168K,combo jan 168k,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.965
Combo Jan 168K,combo jan 168k,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.965
Combo Jan 168K,combo jan 168k,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.965
Combo 10 Goi Chan Ga Viet Nam Hey Yo Vi Truyen Thong Dam Da Dai Gion Cay Te Bung,combo 10 goi chan ga viet nam hey yo vi truyen thong dam da dai gion cay te bung,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.876
Combo Jan 78K,combo jan 78k,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.971
Combo Jan 78K,combo jan 78k,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.971
Combo Jan 78K,combo jan 78k,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.971
Combo Jan 78K,combo jan 78k,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.971
Combo Jan 78K,combo jan 78k,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.971
Combo Jan 78K,combo jan 78k,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.971
Combo Jan 78K,combo jan 78k,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.971
Combo Jan 168K,combo jan 168k,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.965
Combo Jan 168K,combo jan 168k,Đồ ăn chế biến sẵn,Đồ ăn chế biến sẵn,0.965
